,ticker,as_of_date,-1m,-2m,-3m,0m,52w_change,PE,current_earning_avg,current_earning_d,current_earning_high,current_earning_low,current_price,current_ratio,current_revenue_avg,current_revenue_high,current_revenue_low,earningQtr_growth,free_cf,fwd_pe,pegRatio,priceToBook,profit_margin,tgt_high_price,tgt_low_price,tgt_median_price,trailingEps,growthPotential
3024,MRK,2020-05-05,0.7894736842105263,0.7777777777777778,0.6190476190476191,0.5238095238095238,-0.013350487,19.774397972116606,1.13,2020-07-31,1.45,0.7,78.01,,10894400000,12877000000,9264000000,0.104,,12.851729,2.14,7.645041,0.21104,107.0,84.0,93.0,3.945,0.1921548519420586
3025,XEL,2020-05-05,0.2857142857142857,0.26666666666666666,0.2,0.3076923076923077,0.102686405,23.967803030303028,0.6,2020-05-07,0.65,0.53,63.275,0.6809999999999999,3182890000,3287000000,2824610000,0.364,-1329374976,21.37669,4.17,2.5070329,0.118999995,71.0,61.0,66.0,2.64,0.043065981825365585
3026,SO,2020-05-05,0.125,0.1111111111111111,0.2,0.29411764705882354,0.038970828,16.705705705705707,0.73,2020-07-29,0.82,0.64,55.63,0.987,5027000000,5293970000,4721900000,-0.583,-1923500032,16.806646,3.97,2.118754,0.16756001,71.0,49.0,59.5,3.33,0.06956678051411114
3027,TXT,2020-05-05,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.6,-0.50463676,8.524258760107816,0.22,2020-07-15,0.61,-0.07,25.3,2.074,2440160000,2852000000,2006000000,-0.721,382750016,9.806202,14.03,1.0395267,0.05159,40.0,26.0,30.0,2.968,0.18577075098814233
3028,AOS,2020-05-05,0.16666666666666666,0.25,0.5,0.38461538461538464,-0.18310958,18.990990990990987,0.34,2020-07-28,0.45,0.23,42.16,1.957,640120000,709500000,570000000,-0.277,314537504,18.572687,2.79,4.10716,0.12363,52.0,32.0,40.0,2.22,-0.05123339658444015
3029,WFC,2020-05-05,0.1111111111111111,0.10714285714285714,0.4,0.3870967741935484,-0.4201823,9.107266435986158,0.22,2020-07-14,0.63,-0.58,26.32,,18497200000,19386400000,17672000000,-0.889,,9.170732,4.88,0.66344017,0.1902,65.0,21.0,32.0,2.89,0.21580547112462
3030,AAPL,2020-05-06,0.725,0.6585365853658537,0.5227272727272727,0.8421052631578947,0.46653533,23.619578881206788,2.0,2020-07-28,2.43,1.55,300.63,1.496,51390200000,54517500000,42796000000,-0.027,45040123904,20.409370000000003,2.05,16.57551,0.21350001,370.8,207.77,315.0,12.728,0.047799620796327824
3031,T,2020-05-06,0.40625,0.41935483870967744,0.3103448275862069,0.3,-0.05233699,14.673802242609582,0.8,2020-07-23,0.89,0.63,28.79,0.7559999999999999,40928600000,42745000000,38817000000,0.125,32938375168,8.59403,2.72,1.1538616000000002,0.08048,47.0,17.0,34.0,1.962,0.1809656130600903
3032,PHM,2020-05-06,0.25,0.3125,0.3333333333333333,0.3181818181818182,-0.1236918,7.242463958060288,0.76,2020-07-21,1.02,0.04,27.63,3.903,2350510000,2630000000,1345000000,0.222,607783616,8.970778999999999,2.98,1.3397013,0.10024,34.0,25.0,30.0,3.815,0.08577633007600438
3033,ADM,2020-05-06,0.5833333333333334,0.6153846153846154,0.4666666666666667,0.125,-0.1917293,12.64705882352941,0.57,2020-07-30,0.76,0.42,34.4,1.51,16151000000,16970000000,14169000000,0.678,1203000064,10.058479,-1.35,1.0073798,0.02389,53.0,40.0,47.5,2.72,0.3808139534883721
3034,FLIR,2020-05-06,0.5555555555555556,0.7777777777777778,0.6,0.6,-0.19883949,36.03968253968254,0.42,2020-07-22,0.55,0.37,45.41,2.6839999999999997,438430000,446000000,430260000,-0.983,287091488,19.405983,0.97,3.2610412,0.09094,54.0,32.0,44.5,1.26,-0.020039638846069074
3035,PAYX,2020-05-06,0.10526315789473684,0.15,0.05263157894736842,0.10526315789473684,-0.19610405,21.863192182410426,0.63,2020-06-24,0.64,0.61,67.12,1.185,958190000,970000000,945000000,0.092,1076424960,23.305555,5.7,8.723681,0.26981002,80.0,58.0,68.0,3.07,0.013110846245530272
3036,APD,2020-05-06,0.625,0.5416666666666666,0.6,0.7,0.09264338,25.517477724468815,2.0,2020-07-23,2.23,1.85,223.38,2.595,2085030000,2190900000,1919140000,0.134,388024992,22.678173,2.55,4.338318,0.21659,270.0,212.0,244.0,8.754,0.09230906974662023
3037,ANET,2020-05-06,0.2857142857142857,0.27586206896551724,0.59375,0.64,-0.22218901,21.021728145528044,1.81,2020-07-30,1.95,1.42,208.01,5.8229999999999995,517860000,535000000,470000000,-0.311,692140736,21.400204000000002,5.34,5.5684648,0.34096,286.0,150.0,205.0,9.895,-0.014470458151050414
3038,SBUX,2020-05-06,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.7272727272727273,-0.065983355,25.881518268889675,-0.17,2020-07-28,0.44,-1.05,72.96,0.696,4396440000,5204300000,3572700000,-0.505,1221637504,26.434782000000002,12.7,,0.12713,92.0,66.5,78.5,2.819,0.07593201754385981
3039,UA,2020-05-06,0.5,0.5,0.0,0.0,-0.5803162,40.54187192118226,-0.21,2018-04-25,-0.21,-0.21,8.23,1.9,895730000,895730000,895730000,,355604736,27.433329999999998,-2.83,1.7293549,0.01749,20.0,15.0,17.5,0.203,1.12636695018226
3040,JKHY,2020-05-06,0.25,0.16666666666666666,0.0,0.125,0.31091428,46.27949183303085,0.8,2020-05-04,0.83,0.75,178.5,,409760000,413200000,404800000,0.246,,43.325245,3.68,9.210526,0.17637,181.0,120.0,164.0,3.857,-0.08123249299719892
3041,ITW,2020-05-06,0.14285714285714285,0.14285714285714285,0.15789473684210525,0.4444444444444444,0.04763794,20.61007268951194,1.71,2020-07-24,1.85,1.56,158.78,2.71,3292560000,3420000000,3155960000,-0.052,,22.331926,9.12,22.138873999999998,0.18063,180.0,121.0,144.0,7.704,-0.09308477138178617
3042,OKE,2020-05-06,0.64,0.56,0.3125,0.25,-0.566172,14.921875,0.72,2020-07-28,0.88,0.56,28.65,1.364,2641930000,3451170000,1383950000,,-2411034624,8.953125,4.2,2.1324897000000003,0.08397,80.0,24.0,36.0,1.92,0.25654450261780104
3043,IFF,2020-05-06,0.35714285714285715,0.3333333333333333,0.3125,0.3125,-0.03455627,32.8275,1.59,2020-05-11,1.73,1.5,131.31,1.896,1312380000,1338000000,1279000000,5.416,544018112,19.716217,5.49,2.2553718,0.088690005,154.0,101.0,128.5,4.0,-0.0213997410707486
3044,PPG,2020-05-06,0.48,0.48,0.5454545454545454,0.5652173913043478,-0.21332383,18.008517542080714,0.76,2020-07-16,1.28,0.49,88.8,1.36,2851060000,3396600000,2635130000,-0.221,1429250048,14.653466,3.28,4.4357862,0.0788,145.0,82.0,103.5,4.931,0.16554054054054057
3045,BEN,2020-05-06,0.0,0.0,0.08333333333333333,0.07692307692307693,-0.4740587,9.064895247828307,0.45,2020-07-28,0.52,0.39,17.74,4.913,1192910000,1291300000,1134700000,-0.785,1212324992,9.910615,-1.05,0.88722175,0.17286,20.0,11.0,18.0,1.957,0.014656144306651742
3046,PKG,2020-05-06,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3125,-0.045538068,13.626822157434402,1.24,2020-07-22,1.4,0.81,93.48,,1607200000,1676340000,1471010000,-0.241,,18.222223,3.62,2.8594150000000003,0.09386,120.0,79.0,100.0,6.86,0.06974753958065882
3047,GE,2020-05-06,0.55,0.55,0.5555555555555556,0.4117647058823529,-0.40438247,-18.400000000000002,-0.05,2020-07-29,0.09,-0.18,5.98,1.875,17871700000,20582000000,15641500000,0.728,18071500800,13.0,18.47,1.4827671999999998,-0.025320001,15.0,5.0,9.0,-0.325,0.5050167224080266
3048,SYF,2020-05-06,0.7368421052631579,0.7368421052631579,0.782608695652174,0.7142857142857143,-0.49709308,3.8504340084576008,0.16,2020-07-17,0.87,-1.27,17.3,,3642360000,3897900000,3032000000,-0.742,,5.7666664,-19.29,0.89800155,0.36525002,32.0,16.0,22.5,4.493,0.3005780346820808
3049,WBA,2020-05-06,0.0,0.0,0.16666666666666666,0.625,-0.2145794,10.596707818930042,1.23,2020-06-25,1.53,0.72,41.2,0.66,34567400000,35967400000,32191000000,-0.182,4017374976,6.947724000000001,3.77,1.5292108999999998,0.025190001,55.0,41.0,47.5,3.888,0.15291262135922312
3050,CBRE,2020-05-06,0.6666666666666666,0.6666666666666666,0.7,0.0,-0.21518207,10.119363395225463,0.72,2020-05-07,0.76,0.6,38.15,1.171,5398540000,5514000000,5205220000,0.619,1321615232,10.395096,1.26,2.0017840000000002,0.05367,59.0,50.0,54.0,3.77,0.41546526867627787
3051,WM,2020-05-06,0.6,0.5333333333333333,0.5384615384615384,0.5,-0.08002281,24.75703324808184,0.9,2020-07-23,0.98,0.79,96.8,1.975,3694550000,3829000000,3493600000,-0.158,1390249984,22.93839,3.75,5.811371,0.108059995,132.0,88.0,115.0,3.91,0.18801652892561993
3052,HOLX,2020-05-06,0.47058823529411764,0.5,0.7368421052631579,0.7368421052631579,0.099737525,30.88479809976247,0.38,2020-07-29,0.69,0.26,52.01,1.308,591010000,699000000,534600000,,543237504,18.641576999999998,3.0,6.4376774,0.13622,64.0,43.0,55.0,1.684,0.057488944433762734
3053,A,2020-05-06,0.5,0.5882352941176471,0.8461538461538461,0.7857142857142857,0.011298776,32.21762515515102,0.61,2020-05-21,0.75,0.37,77.87,1.64,1213680000,1350000000,956000000,-0.609,620750016,21.812326000000002,2.97,4.980174,0.14591,92.0,73.0,81.5,2.417,0.04661615513034545
3054,COTY,2020-05-06,0.21428571428571427,0.21428571428571427,0.3125,0.29411764705882354,-0.57735527,-1.325562483057739,-0.01,2020-05-11,0.09,-0.07,4.89,0.86,1528190000,1629000000,1467000000,,857012480,9.226416,1.79,0.8316325999999999,-0.33123,10.0,5.0,6.25,-3.689,0.278118609406953
3055,EMN,2020-05-06,0.6666666666666666,0.6470588235294118,0.6470588235294118,0.6111111111111112,-0.21381408,10.134490977187607,1.32,2020-07-23,1.92,0.58,59.53,,1974940000,2420000000,1332000000,0.234,,8.291086,1.45,1.3582951,0.08846,81.0,48.0,63.0,5.874,0.05828993784646386
3056,BMY,2020-05-06,0.6875,0.7333333333333333,0.35294117647058826,0.4090909090909091,0.2943045,30.41293532338309,1.49,2020-05-07,1.57,1.38,61.13,1.604,10020600000,10170000000,9888000000,,6156000256,8.283197,0.8,2.66687,0.13153,80.0,50.0,73.0,2.01,0.19417634549321106
3057,TSCO,2020-05-06,0.5357142857142857,0.5357142857142857,0.2962962962962963,0.2692307692307692,0.035570025,22.069327731092436,1.77,2020-07-23,1.97,1.57,105.05,1.66,2519210000,2626600000,2422000000,0.09,579022976,19.598879999999998,2.1,9.059159,0.06706,115.0,90.0,104.5,4.76,-0.005235602094240788
3058,CTAS,2020-05-06,0.6153846153846154,0.6153846153846154,0.35714285714285715,0.35714285714285715,-0.041742444,23.845019287497163,1.1,2020-07-14,1.77,0.24,210.17,2.342,1528120000,1715000000,1291020000,0.153,910435520,28.439783000000002,3.18,6.5768557,0.13191,257.0,157.0,205.0,8.814,-0.0245991340343531
3059,NCLH,2020-05-06,0.6470588235294118,0.8947368421052632,0.6190476190476191,0.6363636363636364,-0.80691093,2.5860465116279068,-0.31,2020-05-07,-0.17,-0.55,11.12,0.204,1183130000,1311300000,1010800000,-0.216,-78879248,20.981133,0.15,0.36366016,0.14395,70.0,13.0,23.0,4.3,1.0683453237410072
3060,PSX,2020-05-06,0.8,0.7,0.3157894736842105,0.42105263157894735,-0.16139936,86.9528415961306,-0.05,2020-07-24,0.5,-1.3,71.91,1.112,14908100000,20327000000,8759000000,,335750016,10.928572,-4.71,1.4692602,0.00358,124.0,67.0,75.0,0.827,0.04297037964121819
3061,LMT,2020-05-06,0.5454545454545454,0.5454545454545454,0.47619047619047616,0.45454545454545453,0.115570545,17.179289376956937,5.72,2020-07-21,5.95,5.38,378.58,1.228,15267100000,15680600000,14942700000,0.008,4770500096,14.307634,1.83,30.808918,0.10213,500.0,377.0,436.5,22.037,0.1529927624280205
3062,CTXS,2020-05-06,0.3888888888888889,0.2777777777777778,0.375,0.4090909090909091,0.50276816,25.92943654555029,1.24,2020-07-22,1.39,1.19,147.72,0.78,774540000,824000000,761000000,0.642,759308608,24.019512,4.01,,0.23877001,200.0,94.0,153.5,5.697,0.03912808015163827
3063,SNPS,2020-05-06,1.0,1.0,0.7777777777777778,0.7777777777777778,0.29222524,50.395244215938305,0.98,2020-05-20,1.01,0.95,156.83,0.9490000000000001,837280000,850090000,830100000,-0.322,645387136,26.491553999999997,2.05,5.6777205,0.14310001,200.0,145.0,175.0,3.112,0.11585793534400302
3064,PSA,2020-05-06,0.14285714285714285,0.13333333333333333,0.058823529411764705,0.05555555555555555,-0.20996904,23.957823129251704,1.71,2020-07-28,1.88,1.55,176.09,2.07,712100000,730000000,701000000,-0.001,1483129728,23.957823,1.5,6.209097,0.51536,266.0,159.0,201.0,7.35,0.1414617525129196
3065,AMP,2020-05-06,0.75,0.75,0.7272727272727273,0.5454545454545454,-0.24889731,7.706896551724138,3.94,2020-07-22,4.25,3.32,107.28,2.406,2884970000,2964000000,2831100000,-0.141,1521874944,6.4626503,0.66,2.3208723,0.14686,158.0,110.0,136.0,13.92,0.267710663683818
3066,TXN,2020-05-06,0.37142857142857144,0.37142857142857144,0.45714285714285713,0.4375,0.0024074316,21.544653123802224,0.85,2020-07-21,1.06,0.65,112.42,3.49,2903050000,3062680000,2635000000,-0.035,4150125056,23.179382,4.08,13.394495999999998,0.35232,150.0,85.0,114.5,5.218,0.018502045899306152
3067,HST,2020-05-06,0.36363636363636365,0.4090909090909091,0.35,0.3333333333333333,-0.44608104,8.357142857142856,0.13,2020-05-07,0.25,0.01,10.53,6.2010000000000005,1115700000,1346000000,868000000,-0.736,1316999936,38.999996,-14.45,1.0264158,0.16779,17.0,8.0,13.0,1.26,0.23456790123456805
3068,ETN,2020-05-06,0.68,0.64,0.6521739130434783,0.2916666666666667,-0.012845874,15.685966633954859,0.6,2020-07-28,1.08,0.35,79.92,1.754,3777400000,4152000000,3411000000,-0.161,987124992,16.47835,4.63,2.2441874,0.1019,102.0,69.0,92.0,5.095,0.1511511511511512
3069,USB,2020-05-06,0.25,0.16666666666666666,0.23333333333333334,0.20689655172413793,-0.36281657,8.552665464846768,0.4,2020-07-15,0.84,-0.75,33.21,,5479780000,5810000000,5177200000,-0.311,,10.509492999999999,8.28,1.0980691,0.30817,64.0,31.9,40.0,3.883,0.20445648900933455
3070,NTRS,2020-05-06,0.23529411764705882,0.2222222222222222,0.45,0.3157894736842105,-0.2456122,10.751902133373115,1.32,2019-10-15,1.56,1.08,72.07,,1452430000,1490300000,1401000000,0.039,,13.009025999999999,5.78,1.5002081,0.24549,95.0,65.0,80.0,6.703,0.11003191341751095
3071,APH,2020-05-06,0.6666666666666666,0.875,0.875,0.5714285714285714,-0.08678126,23.448651593571235,0.62,2020-07-22,0.69,0.55,86.08,2.542,1747680000,1849700000,1625000000,-0.095,1080600064,23.45504,10.32,5.807583999999999,0.13896,104.0,80.0,95.0,3.671,0.10362453531598526
3072,ROK,2020-05-06,0.12,0.12,0.24,0.14285714285714285,0.11958587,31.135428665459933,1.22,2020-07-23,1.94,1.01,189.21,1.565,1387990000,1539000000,1282200000,-0.618,833000000,24.604682999999998,8.17,35.300373,0.10537,215.0,100.0,185.0,6.077,-0.022250409597801446
3073,MAS,2020-05-06,0.5789473684210527,0.6666666666666666,0.76,0.68,0.09146178,8.71464753060363,0.4,2020-07-23,0.77,0.1,41.29,1.825,1519210000,1862000000,1401600000,3.569,1023625024,16.784554,2.27,,0.19910999,60.0,40.0,47.0,4.738,0.13829014289174135
3074,RF,2020-05-06,0.5,0.46153846153846156,0.21428571428571427,0.18518518518518517,-0.3536504,7.568627450980393,0.09,2020-07-17,0.31,-0.19,9.65,,1456290000,1485430000,1410500000,-0.589,,7.845528,2.03,0.5763946999999999,0.25986,16.0,8.7,12.0,1.275,0.24352331606217614
3075,FIS,2020-05-06,0.7666666666666667,0.7666666666666667,0.8333333333333334,0.8260869565217391,0.13843095,199.86363636363635,1.28,2020-05-07,1.33,1.26,131.91,0.8370000000000001,3089380000,3199000000,3062000000,,2868875008,19.228863,1.84,1.6382061,0.02884,182.0,109.0,148.0,0.66,0.12197710560230468
3076,MDT,2020-05-06,0.7307692307692307,0.72,0.5416666666666666,0.4782608695652174,0.09779894,24.129675810473817,1.06,2020-05-21,1.63,0.12,96.76,2.752,7016610000,8469000000,4812000000,0.509,4971500032,18.824903,2.55,2.5041409,0.1741,135.0,89.0,110.0,4.01,0.13683340223232743
3077,HIG,2020-05-06,0.5555555555555556,0.4444444444444444,0.5,0.3888888888888889,-0.36145496,7.1416400425985085,1.06,2020-07-30,1.3,0.38,33.53,1.9869999999999999,5006500000,5057000000,4956000000,-0.567,5012250112,6.197782,722.0,0.8037491,0.08327,63.0,43.0,50.0,4.695,0.49120190873844316
3078,CAG,2020-05-06,0.5,0.5,0.6428571428571429,0.7142857142857143,0.14300382,21.212698412698412,0.65,2020-06-25,0.83,0.58,33.41,0.866,3080050000,3553600000,2823190000,-0.155,764312512,14.718060999999999,1.76,2.090346,0.07372,37.0,30.0,34.0,1.575,0.01765938341813844
3079,XOM,2020-05-06,0.13043478260869565,0.13043478260869565,0.3076923076923077,0.28,-0.42698967,16.50656660412758,-0.56,2020-07-31,-0.2,-1.16,43.99,,37619000000,63331000000,18511200000,,,29.326667999999998,-18.18,0.9718325999999999,0.04587,108.0,32.0,43.0,2.665,-0.022505114798818004
3080,FLT,2020-05-06,1.0,0.6,0.9375,0.9333333333333333,-0.09624702,24.20221327967807,2.83,2020-05-07,2.99,2.57,240.57,1.035,648500000,684800000,595200000,-0.22,745070656,17.394794,1.65,5.5314894,0.33791,340.0,200.0,257.0,9.94,0.06829613002452506
3081,NWS,2020-05-06,,,,,-0.15503871,-32.01923076923077,,,,,9.99,1.3630000000000002,,,,-0.105,331500000,,,0.6559853,-0.01878,,,,-0.312,
3082,STZ,2020-05-06,0.631578947368421,0.631578947368421,0.631578947368421,0.6842105263157895,-0.18034577,-2669.032258064516,2.03,2020-06-26,2.56,1.18,165.48,1.507,2004450000,2355000000,1535200000,-0.679,1245737472,17.455696,2.79,2.6070106,-0.00141,216.0,147.0,181.5,-0.062,0.09680928208847006
3083,MYL,2020-05-06,0.5294117647058824,0.5555555555555556,0.7777777777777778,0.65,-0.24303335,562.1666666666666,0.86,2020-05-11,0.97,0.79,16.865,1.213,2648400000,2785900000,2566000000,-0.6,1953624960,3.6823144,0.91,0.7324965,0.0014599999,29.0,16.0,21.0,0.03,0.24518233026978953
3084,AME,2020-05-06,0.7647058823529411,0.7058823529411765,0.8666666666666667,0.9285714285714286,-0.043651223,20.024503798088702,0.96,2020-07-28,1.01,0.79,81.72,1.8780000000000001,1225400000,1307100000,1155400000,0.374,,19.55024,-19.1,3.5130258000000003,0.18483,110.0,80.0,88.5,4.081,0.0829662261380324
3085,TWTR,2020-05-06,0.2222222222222222,0.2222222222222222,0.10810810810810811,0.1111111111111111,-0.28641403,17.18187461204221,0.02,2020-07-24,0.15,-0.25,27.68,11.925999999999998,698080000,896800000,620000000,,493574240,39.54286,-2.56,2.456732,0.36391997,46.0,17.0,28.5,1.611,0.029624277456647308
3086,GPN,2020-05-06,0.8333333333333334,0.8333333333333334,0.71875,0.7647058823529411,0.16451013,78.74999999999999,1.53,2020-07-28,1.56,1.5,170.1,1.22,1742300000,1803380000,1719100000,0.366,1205850624,21.835688,1.55,1.8333101000000003,0.08767,230.0,147.0,175.0,2.16,0.028806584362139898
3087,NLOK,2020-05-06,0.16666666666666666,0.15789473684210525,0.0,0.0,-0.032794237,,0.19,2020-05-14,0.23,0.17,21.52,2.8789999999999996,601300000,610800000,595000000,42.769,2247875072,19.387388,2.83,,0.77391,23.0,14.0,19.5,,-0.09386617100371741
3088,BAC,2020-05-06,0.5555555555555556,0.5357142857142857,0.7419354838709677,0.7333333333333333,-0.24772799,9.085365853658537,0.29,2020-07-16,0.6,-0.12,22.35,,20815300000,21362000000,20340000000,-0.452,,9.977678,3.24,0.80291706,0.29571,37.0,20.0,27.0,2.46,0.20805369127516782
3089,CI,2020-05-06,0.8846153846153846,0.8846153846153846,0.8235294117647058,0.7647058823529411,0.17688942,14.07967454712926,4.87,2020-07-30,6.12,4.36,183.43,0.765,38178500000,39210000000,37567200000,-0.137,3080624896,8.965299,0.81,1.524442,0.031889997,279.0,181.0,244.0,13.028,0.3302077086627051
3090,AMD,2020-05-06,0.4358974358974359,0.358974358974359,0.41025641025641024,0.3548387096774194,0.91694236,122.44131455399061,0.16,2020-07-28,0.3,0.12,52.16,2.2119999999999997,1862460000,2291000000,1779000000,9.125,549249984,34.091503,1.36,20.10794,0.06722,70.0,8.0,54.5,0.426,0.044861963190184095
3091,NTAP,2020-05-06,0.20833333333333334,0.23076923076923078,0.3448275862068966,0.4827586206896552,-0.4022054,9.992962702322309,1.15,2020-05-27,1.39,0.57,42.6,1.195,1432430000,1550000000,1250000000,0.112,805124992,10.466828999999999,1.72,33.54331,0.18187,85.0,32.0,55.0,4.263,0.29107981220657275
3092,L,2020-05-06,0.0,0.0,0.25,0.25,-0.41262615,-93.33333333333333,,2020-08-03,,,29.68,0.43700000000000006,,,,,1100999936,,,0.4923281,-0.0066000004,52.0,52.0,52.0,-0.318,0.7520215633423182
3093,WELL,2020-05-06,0.42105263157894735,0.47368421052631576,0.0,0.0,-0.4043113,14.859016393442625,0.35,2020-07-29,0.4,0.25,45.32,2.8139999999999996,1267410000,1290300000,1248800000,0.977,593276608,38.40678,3.28,1.1964097,0.24065,96.0,34.0,51.0,3.05,0.1253309796999118
3094,AFL,2020-05-06,0.21428571428571427,0.21428571428571427,0.25,0.2,-0.32105374,8.606577956314336,1.08,2020-07-28,1.13,0.96,34.28,0.47200000000000003,5456370000,5527000000,5342160000,-0.39,2453874944,7.6689039999999995,3.87,0.93273836,0.13488,50.0,32.0,43.5,3.983,0.26896149358226373
3095,ECL,2020-05-06,0.2631578947368421,0.3,0.5454545454545454,0.5454545454545454,0.06793916,36.48960302457467,0.97,2020-07-28,1.55,0.74,193.03,1.5119999999999998,3226370000,3848000000,2967330000,-0.044,,32.171665000000004,4.07,6.3191147,0.10318,225.0,150.0,176.0,5.29,-0.08822462829611977
3096,OTIS,2020-05-06,0.0,0.0,0.0,0.0,0.06762433,,0.46,2020-05-07,0.47,0.43,48.31,1.053,3033330000,3055000000,3007000000,,1235124992,22.05936,14.58,,0.08507,58.0,52.0,54.5,,0.12813082177602975
3097,SYK,2020-05-06,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6296296296296297,-0.011541903,32.660808435852374,0.54,2020-07-23,1.4,-0.99,185.84,2.58,2562560000,2934000000,2350260000,0.197,1500749952,21.118181,4.83,5.319136599999999,0.14468999,245.0,150.0,205.0,5.69,0.10309944037882057
3098,AES,2020-05-06,0.5,0.4444444444444444,0.5,0.5555555555555556,-0.22270477,27.78270509977827,0.29,2020-05-07,0.33,0.26,12.53,1.026,2662000000,2662000000,2662000000,,-443249984,8.083871,1.19,2.7770387999999997,0.02974,20.0,15.0,17.75,0.451,0.41660015961691954
3099,ARE,2020-05-06,0.8,0.8,0.5833333333333334,0.5833333333333334,0.07365048,71.13882352941175,0.67,2020-07-27,0.77,0.46,151.17,3.242,326520000,340380000,313570000,-0.855,739561152,49.08117,577.5,2.0160031000000003,0.15619999,190.0,152.0,172.5,2.125,0.14109942448898605
3100,MCK,2020-05-06,0.5263157894736842,0.42105263157894735,0.375,0.2857142857142857,-0.020356655,-26.531187122736423,4.08,2020-05-20,4.2,3.87,131.86,0.983,55577700000,56704000000,53912000000,-0.603,2615375104,8.529107000000002,1.17,3.7787647000000004,-0.00408,193.0,140.0,163.0,-4.97,0.2361595631730622
